salary_slip_amount,bank_credit_amount,anomalies,label
99821.45,72723.34,0,0.7639
52141.63,55223.48,0,0.9765
86106.09,87483.83,0,0.9531
118928.86,121359.74,0,1.0
72807.71,76676.49,0,0.9902
110855.18,111063.04,0,0.9914
136402.53,136984.77,0,0.9759
76589.72,52084.32,2,0.5856
53017.31,51047.65,0,0.9974
70529.71,70596.7,0,0.9638
28789.43,29881.68,0,0.9919
160285.05,159758.83,0,0.9942
55343.09,53612.54,0,0.9392
57111.94,55614.22,0,0.9692
81143.91,84308.89,0,0.9984
62645.5,66468.68,0,0.9643
45500.33,48183.51,0,0.9923
117200.53,114560.06,0,1.0
92526.24,96173.73,0,1.0
49416.37,50186.74,0,0.9735
162743.33,101236.76,2,0.5018
68223.85,0.0,1,0.3976
75441.89,75323.73,0,0.961
286740.0,161836.65,2,0.4417
46376.9,44076.69,0,0.9702
117654.17,116974.62,0,0.9848
47534.19,47779.43,0,0.9885
48917.47,36818.83,0,0.8694
100382.69,99601.97,0,0.9692
77348.37,79465.01,0,0.9677
119025.11,116576.16,0,0.9663
113309.79,124139.27,0,0.9394
55747.92,55860.88,0,0.9977
110536.22,110315.86,0,0.9458
64204.14,62935.6,0,0.9829
78721.63,54859.37,2,0.5213
32130.33,31921.99,0,1.0
63322.82,60576.41,0,0.9889
80637.47,81089.49,0,0.9743
95377.67,93756.06,0,0.9957
60572.78,58410.46,0,0.9695
121239.96,81274.28,2,0.5868
115830.35,116274.09,0,0.9743
149801.24,107754.63,0,0.7985
72497.25,73944.22,0,0.9905
52107.34,0.0,1,0.3373
54202.68,53743.88,0,1.0
139201.63,98105.0,0,0.7474
50932.13,49668.41,0,0.9716
30051.91,30431.11,0,0.9763
118812.8,119727.06,0,1.0
64221.04,65468.46,0,0.9865
60364.36,0.0,1,0.4261
103342.73,103544.76,0,0.9713
51872.22,53100.39,0,1.0
62745.67,46974.87,0,0.7839
28749.62,29086.27,0,1.0
67389.77,46544.03,2,0.5724
69540.26,69470.57,0,1.0
214378.76,125523.85,2,0.4307
178803.22,100611.17,2,0.4419
112044.33,112854.89,0,0.9922
68155.76,71034.49,0,0.955
59075.45,57210.23,0,1.0
135891.15,82699.68,2,0.5098
73218.25,72035.28,0,1.0
97606.56,74676.31,0,0.8266
50865.06,51018.52,0,1.0
141018.19,145101.28,0,0.9711
104171.1,106927.54,0,1.0
105472.95,107300.49,0,0.9996
120705.14,127370.94,0,0.9725
167826.84,125298.03,0,0.8183
128249.88,133902.38,0,0.9995
72580.32,72737.05,0,0.9606
83434.45,52235.33,2,0.529
55709.89,57277.7,0,1.0
162300.04,162003.92,0,0.9777
97055.02,97310.19,0,0.9931
88416.94,89029.99,0,1.0
36892.87,37130.84,0,0.98
176519.39,131448.04,0,0.8707
51029.99,49990.53,0,1.0
85321.62,81766.2,0,0.9557
138574.93,88437.75,2,0.5251
129190.13,132265.74,0,0.9561
29320.01,30177.85,0,0.9669
62813.51,39905.26,2,0.4564
68572.97,69955.81,0,1.0
41533.25,27800.22,2,0.5066
48534.55,49413.18,0,1.0
128167.27,128717.24,0,1.0
88136.88,90460.76,0,1.0
62799.31,61370.96,0,0.9652
67143.48,65717.06,0,0.9774
92431.3,52771.85,2,0.4533
38420.9,40866.68,0,0.9506
31518.49,30856.94,0,0.9895
66785.23,48290.9,0,0.834
107217.13,106576.94,0,1.0
72558.84,72497.28,0,1.0
108831.01,110620.66,0,0.9802
123505.7,122788.2,0,1.0
109605.98,108422.32,0,0.9905
77283.65,55894.79,0,0.8285
56354.8,35649.48,2,0.4724
27086.49,26885.98,0,1.0
49570.42,50312.18,0,0.9688
33727.1,33160.87,0,0.9831
85603.3,85701.2,0,1.0
58892.44,44337.34,0,0.8248
168825.72,161044.37,0,0.9816
50838.77,52484.07,0,1.0
140956.1,142140.03,0,1.0
51845.95,52228.06,0,1.0
113517.17,84249.53,0,0.827
108359.01,66220.35,2,0.4152
48506.69,47750.63,0,0.959
129645.81,129875.28,0,0.9883
89404.1,87279.7,0,0.9587
41096.35,40052.0,0,0.9696
87015.93,85922.12,0,0.9638
40217.28,40879.83,0,0.983
141347.89,140709.77,0,0.9941
114605.16,112717.43,0,0.9478
110624.27,106756.57,0,1.0
130397.53,133498.56,0,0.9792
54783.17,55543.83,0,0.9474
49898.65,49519.79,0,0.997
117474.08,111818.53,0,0.9658
51959.92,41634.05,0,0.8362
136789.36,135054.81,0,0.9965
36088.61,36010.05,0,0.9531
73530.68,44555.02,2,0.4808
52067.3,50108.75,0,0.9685
42162.77,32193.66,0,0.8234
110654.69,79794.9,0,0.8213
31179.26,32233.77,0,1.0
118722.29,122098.66,0,0.9652
106081.13,108265.47,0,0.9935
87842.11,82657.24,0,0.9401
39167.13,37201.88,0,0.9657
80404.33,80959.73,0,0.9816
92323.18,90620.92,0,1.0
118009.21,112292.19,0,0.9849
115493.83,70267.35,2,0.4395
43793.15,42641.87,0,0.9608
39779.76,39743.2,0,0.999
105072.48,74176.63,0,0.7719
67305.03,66791.6,0,0.9606
44791.99,44422.66,0,0.9827
61404.33,60705.11,0,0.9899
64791.12,68306.69,0,0.9551
75132.3,79061.91,0,1.0
50998.53,51474.11,0,0.9918
92645.15,93318.62,0,0.9964
200364.29,116302.06,2,0.4415
123570.59,121665.3,0,0.9748
111944.6,0.0,1,0.3263
67510.13,67105.72,0,1.0
118892.42,78168.87,2,0.5016
44588.42,44640.44,0,0.9832
51440.47,0.0,1,0.3953
111947.69,110529.14,0,0.9822
